sample_no,pid,ppid,cpu_children_sys,cpu_children_user,cpu_user,cpu_sys,cpu_percent,cpu_num,label
20991292,1423,1212,0,0,0.45,0.18,6.3,0,0
20991294,1426,1212,0,0,0.2,0.05,2.5,1,0
20991301,1437,1212,0,0,0,0,0,1,0
20991314,1183,1,0,0,0,0,0,0,0
20991323,1291,1290,1.07,0.18,0.13,0.09,2.2,0,0
20991316,234,2,0,0,0,0,0,0,0
20991231,8,2,0,0,0,0,0,0,0
20991262,7,2,0,0,0,0,0,1,0
20991258,398,2,0,0,0,0,0,1,0
20991302,1010,1,0,0,0,0,0,1,0
20991288,65,2,0,0,0,0,0,1,0
20991290,67,2,0,0,0,0,0,0,0
20991289,66,2,0,0,0,0,0,1,0
20991291,68,2,0,0,0,0,0,1,0
20991210,1267,1,0,0,0,0,0,0,0
20991328,1041,1,0,0,0,0,0,0,0
20991281,1245,1,0,0,0,0,0,1,0
20991322,1290,1,0,0,0,0,0,1,0
20991319,1,0,0,0,0,0,0,0,0
20991263,365,1,0,0,0,0,0,1,0
20991299,1037,1,0,0,0,0,0,0,0
20991298,505,1,0,0,0,0,0,1,0
20991293,422,1,0,0,0,0,0,1,0
20991209,1268,1267,0,0,0,0,0,0,0
20991243,55,2,0,0,0,0,0,0,0
20991279,35,2,0,0,0,0,0,1,0
20991304,10,2,0,0,0,0,0,0,0
20991303,11,2,0,0,0,0,0,1,0
20991222,20,2,0,0,0,0,0,1,0
20991438,1053,1,0,0,0,0,0,1,0
20991437,1051,1,0,0,0,0,0,1,0
20991364,54,2,0,0,0,0,0,1,0
20991446,1177,1,0,0,0,0,0,1,0
20991447,1174,1,0,0,0,0,0,0,0
20991341,27,2,0,0,0,0,0,1,0
20991401,1004,1,0,0,0,0,0,1,0
20991416,506,1,0,0,0,0,0,0,0
20991331,133,2,0,0,0,0,0,1,0
20991332,132,2,0,0,0,0,0,1,0
20991333,131,2,0,0,0,0,0,1,0
20991334,130,2,0,0,0,0,0,1,0
20991335,135,2,0,0,0,0,0,1,0
20991336,134,2,0,0,0,0,0,1,0
20991337,138,2,0,0,0,0,0,1,0
20991339,25,2,0,0,0,0,0,1,0
20991355,263,2,0,0,0,0,0,0,0
20991358,128,2,0,0,0,0,0,1,0
20991361,59,2,0,0,0,0,0,1,0
20991362,58,2,0,0,0,0,0,1,0
20991365,57,2,0,0,0,0,0,1,0
20991366,56,2,0,0,0,0,0,1,0
20991402,60,2,0,0,0,0,0,1,0
20991403,61,2,0,0,0,0,0,1,0
20991404,62,2,0,0,0,0,0,1,0
20991405,63,2,0,0,0,0,0,1,0
20991406,64,2,0,0,0,0,0,1,0
20991373,88,2,0,0,0,0,0,0,0
20991381,1019,1,0,0,0,0,0,1,0
20991345,23,2,0,0,0,0,0,1,0
20991425,1026,1,0,0,0,0,0,0,0
20991379,87,2,0,0,0,0,0,0,0
20991349,29,2,0,0,0,0,0,1,0
20991389,846,1,0,0,0,0,0,1,0
20991396,37,2,0,0,0,0,0,1,0
20991352,285,2,0,0,0,0,0,0,0
20991397,36,2,0,0,0,0,0,0,0
20991374,390,2,0,0,0,0,0,1,0
20991376,396,2,0,0,0,0,0,1,0
20991372,393,2,0,0,0,0,0,1,0
20991377,394,2,0,0,0,0,0,1,0
20991448,74,2,0,0,0,0,0,0,0
20991432,1184,1,0,0,0,0,0,1,0
20991346,1076,1,0,0,0,0,0,1,0
20991347,1077,1,0,0,0,0,0,1,0
20991394,375,2,0,0,0,0,0,1,0
20991375,397,2,0,0,0,0,0,1,0
20991353,284,2,0,0,0,0,0,0,0
20991387,382,2,0,0,0,0,0,0,0
20991340,26,2,0,0,0,0,0,1,0
20991429,16,2,0,0,0,0,0,0,0
20991344,22,2,0,0,0,0,0,1,0
20991430,19,2,0,0,0,0,0,1,0
20991338,24,2,0,0,0,0,0,1,0
20991359,129,2,0,0,0,0,0,0,0
20991343,21,2,0,0,0,0,0,1,0
20991380,3,2,0,0,0,0,0,0,0
20991424,13,2,0,0,0,0,0,1,0
20991399,34,2,0,0,0,0,0,1,0
20991414,2,0,0,0,0,0,0,1,0
20991367,53,2,0,0,0,0,0,1,0
20991440,5,2,0,0,0,0,0,0,0
20991395,31,2,0,0,0,0,0,0,0
20991385,586,2,0,0,0,0,0,0,0
20991357,127,2,0,0,0,0,0,0,0
20991427,14,2,0,0,0,0,0,1,0
20991426,15,2,0,0,0,0,0,1,0
20991386,443,2,0,0,0,0,0,1,0
20991350,344,2,0,0,0,0,0,1,0
20991415,6,2,0,0,0,0,0,1,0
20991449,70,2,0,0,0,0,0,1,0
20991369,411,1,0,0,0,0,0,0,0
20991434,1023,1,0,0,0,0,0,1,0
20991348,28,2,0,0,0,0,0,1,0
20991354,1093,1,0,0,0,0,0,1,0
20991443,9,2,0,0,0,0,0,0,0
20991356,12,2,0,0,0,0,0,1,0
20991436,1439,1291,0,0,0.17,0.76,0,0,0
20991428,17,2,0,0,0,0,0,1,0
20991431,18,2,0,0,0,0,0,1,0
20991419,1212,1,0,0,0,0.01,0.1,0,0
20991360,1400,1212,0,0,0.37,0.1,4.7,0,0
20991368,1418,1212,0,0,0.33,0.17,5.1,0,0
20991370,1414,1212,0,0,0.4,0.17,5.8,1,0
20991371,1417,1212,0,0,0.37,0.24,6.2,0,0
20991384,1407,1212,0,0,0.34,0.08,4.2,0,0
20991388,1436,1212,0,0,0.46,0.17,6.4,0,0
20991390,1434,1212,0,0,0.36,0.22,5.9,0,0
20991391,1435,1212,0,0,0.43,0.2,6.4,0,0
20991392,1430,1212,0,0,0.33,0.12,4.5,0,0
20991393,1431,1212,0,0,0.36,0.19,5.6,0,0
20991411,1423,1212,0,0,0.24,0.13,3.7,0,0
20991413,1426,1212,0,0,0.36,0.2,5.7,0,0
20991420,1437,1212,0,0,0.41,0.18,6,0,0
20991441,1441,1212,0,0,0.04,0,0,0,0
20991442,1440,1212,0,0,0.19,0.04,0,0,0
20991433,1183,1,0,0,0,0,0,0,0
20991445,1291,1290,0.98,0.18,0.11,0.11,2.2,0,0
20991435,234,2,0,0,0,0,0,0,0
20991351,8,2,0,0,0,0,0,0,0
20991382,7,2,0,0,0,0,0,0,0
20991378,398,2,0,0,0,0,0,1,0
20991421,1010,1,0,0,0,0,0,1,0
20991407,65,2,0,0,0,0,0,1,0
20991409,67,2,0,0,0,0,0,0,0
20991408,66,2,0,0,0,0,0,1,0
20991410,68,2,0,0,0,0,0,1,0
20991330,1267,1,0,0,0,0,0,0,0
20991450,1041,1,0,0,0,0,0,0,0
20991400,1245,1,0,0,0,0,0,1,0
20991444,1290,1,0,0,0,0,0,1,0
20991439,1,0,0,0,0,0,0,0,0
20991383,365,1,0,0,0,0,0,1,0
20991418,1037,1,0,0,0,0,0,0,0
20991417,505,1,0,0,0,0,0,1,0
20991412,422,1,0,0,0,0,0,1,0
20991329,1268,1267,0,0,0,0,0,0,0
20991363,55,2,0,0,0,0,0,0,0
20991398,35,2,0,0,0,0,0,1,0
20991423,10,2,0,0,0,0,0,0,0
20991422,11,2,0,0,0,0,0,1,0
20991342,20,2,0,0,0,0,0,1,0
20991557,1053,1,0,0,0,0,0,1,0
20991556,1051,1,0,0,0,0,0,1,0
20991486,54,2,0,0,0,0,0,1,0
20991565,1177,1,0,0,0,0,0,1,0
20991566,1174,1,0,0,0,0,0,0,0
20991463,27,2,0,0,0,0,0,1,0
20991522,1004,1,0,0,0,0,0,1,0
20991537,506,1,0,0,0,0,0,0,0
20991453,133,2,0,0,0,0,0,1,0
20991454,132,2,0,0,0,0,0,1,0
20991455,131,2,0,0,0,0,0,1,0
20991456,130,2,0,0,0,0,0,1,0
20991457,135,2,0,0,0,0,0,1,0
20991458,134,2,0,0,0,0,0,1,0
20991459,138,2,0,0,0,0,0,1,0
20991461,25,2,0,0,0,0,0,1,0
20991477,263,2,0,0,0,0,0,0,0
20991480,128,2,0,0,0,0,0,1,0
20991483,59,2,0,0,0,0,0,1,0
20991484,58,2,0,0,0,0,0,1,0
20991487,57,2,0,0,0,0,0,1,0
20991488,56,2,0,0,0,0,0,1,0
20991523,60,2,0,0,0,0,0,1,0
20991524,61,2,0,0,0,0,0,1,0
20991525,62,2,0,0,0,0,0,1,0
20991526,63,2,0,0,0,0,0,1,0
20991527,64,2,0,0,0,0,0,1,0
20991495,88,2,0,0,0,0,0,0,0
20991503,1019,1,0,0,0,0,0,1,0
20991467,23,2,0,0,0,0,0,1,0
20991545,1026,1,0,0,0,0,0,0,0
20991501,87,2,0,0,0,0,0,0,0
20991471,29,2,0,0,0,0,0,1,0
20991511,846,1,0,0,0,0,0,1,0
20991517,37,2,0,0,0,0,0,1,0
20991474,285,2,0,0,0,0,0,0,0
20991518,36,2,0,0,0,0,0,0,0
20991496,390,2,0,0,0,0,0,1,0
20991498,396,2,0,0,0,0,0,1,0
20991494,393,2,0,0,0,0,0,1,0
20991499,394,2,0,0,0,0,0,1,0
20991567,74,2,0,0,0,0,0,0,0
20991552,1184,1,0,0,0,0,0,1,0
20991468,1076,1,0,0,0,0,0,1,0
20991469,1077,1,0,0,0,0,0,1,0
20991492,375,2,0,0,0,0,0,1,0
20991497,397,2,0,0,0,0,0,1,0
20991475,284,2,0,0,0,0,0,0,0
20991509,382,2,0,0,0,0,0,0,0
20991462,26,2,0,0,0,0,0,1,0
20991549,16,2,0,0,0,0,0,0,0
20991466,22,2,0,0,0,0,0,1,0
20991550,19,2,0,0,0,0,0,1,0
20991460,24,2,0,0,0,0,0,1,0
20991481,129,2,0,0,0,0,0,0,0
20991465,21,2,0,0,0,0,0,1,0
20991502,3,2,0,0,0,0,0,0,0
20991544,13,2,0,0,0,0.01,0.1,1,0
20991520,34,2,0,0,0,0,0,1,0
20991535,2,0,0,0,0,0,0,1,0
20991489,53,2,0,0,0,0,0,1,0
20991559,5,2,0,0,0,0,0,0,0
20991516,31,2,0,0,0,0,0,0,0
20991507,586,2,0,0,0,0,0,0,0
20991479,127,2,0,0,0,0,0,0,0
20991547,14,2,0,0,0,0,0,1,0
20991546,15,2,0,0,0,0,0,1,0
20991508,443,2,0,0,0,0,0,1,0
20991472,344,2,0,0,0,0,0,1,0
20991536,6,2,0,0,0,0,0,1,0
20991568,70,2,0,0,0,0,0,1,0
20991491,411,1,0,0,0,0,0,0,0
20991554,1023,1,0,0,0,0,0,1,0
20991470,28,2,0,0,0,0,0,1,0
20991476,1093,1,0,0,0,0,0,1,0
20991562,9,2,0,0,0,0,0,0,0
20991478,12,2,0,0,0,0,0,1,0
20991548,17,2,0,0,0,0,0,1,0
20991551,18,2,0,0,0,0,0,1,0
20991540,1212,1,3.11,7.01,0,0,0,0,0
20991482,1400,1212,0,0,0.4,0.14,5.4,0,0
20991490,1418,1212,0,0,0.39,0.12,5.1,0,0
20991493,1417,1212,0,0,0.3,0.08,3.8,1,0
20991510,1436,1212,0,0,0.36,0.12,4.8,0,0
20991512,1434,1212,0,0,0.22,0.08,3,0,0
20991513,1435,1212,0,0,0.34,0.13,4.7,0,0
20991514,1430,1212,0,0,0.24,0.09,3.3,0,0
20991515,1431,1212,0,0,0.26,0.08,3.4,0,0
20991532,1423,1212,0,0,0.23,0.09,3.2,0,0
20991534,1426,1212,0,0,0.38,0.11,4.9,0,0
20991541,1437,1212,0,0,0.33,0.14,4.7,0,0
20991560,1441,1212,0,0,0.21,0.08,2.9,0,0
20991561,1440,1212,0,0,0.39,0.14,5.3,0,0
20991553,1183,1,0,0,0,0,0,0,0
20991564,1291,1290,0.79,0.17,0.13,0.13,2.6,0,0
20991555,234,2,0,0,0,0,0,0,0
20991473,8,2,0,0,0,0,0,0,0
20991504,7,2,0,0,0,0.01,0.1,1,0
20991500,398,2,0,0,0,0,0,1,0
20991506,1010,1,0,0,0,0,0,1,0
20991528,65,2,0,0,0,0,0,1,0
20991530,67,2,0,0,0,0,0,0,0
20991529,66,2,0,0,0,0,0,1,0
20991531,68,2,0,0,0,0,0,1,0
20991452,1267,1,0,0,0,0,0,0,0
20991569,1041,1,0,0,0,0,0,0,0
20991521,1245,1,0,0,0,0,0,1,0
20991563,1290,1,0,0,0,0,0,1,0
20991558,1,0,0,0,0,0,0,0,0
20991505,365,1,0,0,0,0.01,0.1,1,0
20991539,1037,1,0,0,0,0,0,0,0
20991538,505,1,0,0,0,0,0,1,0
20991533,422,1,0,0,0,0,0,1,0
20991451,1268,1267,0,0,0,0,0,0,0
20991485,55,2,0,0,0,0,0,0,0
20991519,35,2,0,0,0,0,0,1,0
20991543,10,2,0,0,0,0,0,0,0
20991542,11,2,0,0,0,0,0,1,0
20991464,20,2,0,0,0,0,0,1,0
20991674,1053,1,0,0,0,0,0,1,0
20991673,1051,1,0,0,0,0,0,1,0
20991605,54,2,0,0,0,0,0,1,0
20991683,1177,1,0,0,0,0,0,1,0
20991684,1174,1,0,0,0,0,0,0,0
20991582,27,2,0,0,0,0,0,1,0
20991640,1004,1,0,0,0,0,0,1,0
20991654,506,1,0,0,0,0,0,0,0
20991572,133,2,0,0,0,0,0,1,0
20991573,132,2,0,0,0,0,0,1,0
20991574,131,2,0,0,0,0,0,1,0
20991575,130,2,0,0,0,0,0,1,0
20991576,135,2,0,0,0,0,0,1,0
20991577,134,2,0,0,0,0,0,1,0
20991578,138,2,0,0,0,0,0,1,0
20991580,25,2,0,0,0,0,0,1,0
20991596,263,2,0,0,0,0,0,0,0
20991599,128,2,0,0,0,0,0,1,0
20991602,59,2,0,0,0,0,0,1,0
20991603,58,2,0,0,0,0,0,1,0
20991606,57,2,0,0,0,0,0,1,0
20991607,56,2,0,0,0,0,0,1,0
20991641,60,2,0,0,0,0,0,1,0
20991642,61,2,0,0,0,0,0,1,0
20991643,62,2,0,0,0,0,0,1,0
20991644,63,2,0,0,0,0,0,1,0
20991645,64,2,0,0,0,0,0,1,0
20991613,88,2,0,0,0,0,0,0,0
20991621,1019,1,0,0,0,0,0,1,0
20991586,23,2,0,0,0,0,0,1,0
20991662,1026,1,0,0,0,0,0,0,0
20991619,87,2,0,0,0,0,0,0,0
20991590,29,2,0,0,0,0,0,1,0
20991629,846,1,0,0,0,0,0,1,0
20991635,37,2,0,0,0,0,0,1,0
20991593,285,2,0,0,0,0,0,0,0
20991636,36,2,0,0,0,0,0,0,0
20991614,390,2,0,0,0,0,0,1,0
20991616,396,2,0,0,0,0,0,1,0
20991612,393,2,0,0,0,0,0,1,0
20991617,394,2,0,0,0,0,0,1,0
20991685,74,2,0,0,0,0,0,0,0
20991669,1184,1,0,0,0,0,0,1,0
20991587,1076,1,0,0,0,0,0,1,0
20991588,1077,1,0,0,0,0,0,1,0
20991611,375,2,0,0,0,0,0,1,0
20991615,397,2,0,0,0,0,0,1,0
20991594,284,2,0,0,0,0,0,1,0
20991627,382,2,0,0,0,0,0,0,0
20991581,26,2,0,0,0,0,0,1,0
20991666,16,2,0,0,0,0,0,0,0
20991585,22,2,0,0,0,0,0,1,0
20991667,19,2,0,0,0,0,0,1,0
20991579,24,2,0,0,0,0,0,1,0
20991600,129,2,0,0,0,0,0,0,0
20991584,21,2,0,0,0,0,0,1,0
20991620,3,2,0,0,0,0,0,0,0
20991661,13,2,0,0,0,0,0,1,0
20991638,34,2,0,0,0,0,0,1,0
20991652,2,0,0,0,0,0,0,1,0
20991608,53,2,0,0,0,0,0,1,0
20991677,5,2,0,0,0,0,0,0,0
20991634,31,2,0,0,0,0,0,0,0
20991625,586,2,0,0,0,0,0,0,0
20991598,127,2,0,0,0,0,0,0,0
20991664,14,2,0,0,0,0,0,1,0
20991663,15,2,0,0,0,0,0,1,0
20991626,443,2,0,0,0,0,0,1,0
20991591,344,2,0,0,0,0,0,1,0
20991653,6,2,0,0,0,0,0,1,0
20991686,70,2,0,0,0,0,0,1,0
20991610,411,1,0,0,0,0,0,0,0
20991671,1023,1,0,0,0,0,0,1,0
20991589,28,2,0,0,0,0,0,1,0
20991595,1093,1,0,0,0,0,0,1,0
20991680,9,2,0,0,0,0,0,0,0
20991597,12,2,0,0,0,0,0,1,0
20991676,1445,1291,0,0,0.12,0.85,0,0,0
20991665,17,2,0,0,0,0,0,1,0
20991668,18,2,0,0,0,0,0,1,0
20991657,1212,1,2.1,5.09,0,0,0,0,0
20991601,1400,1212,0,0,0.27,0.13,4,0,0
20991609,1418,1212,0,0,0.23,0.05,2.8,0,0
20991628,1436,1212,0,0,0.31,0.13,4.5,0,0
20991630,1434,1212,0,0,0.05,0.01,0.6,0,0
20991631,1435,1212,0,0,0.22,0.08,3,0,0
20991632,1430,1212,0,0,0.45,0.11,5.7,0,0
20991633,1431,1212,0,0,0.23,0.12,3.6,0,0
20991650,1423,1212,0,0,0.36,0.15,5.2,0,0
20991658,1437,1212,0,0,0.28,0.09,3.8,0,0
20991678,1441,1212,0,0,0.36,0.12,4.9,0,0
20991679,1440,1212,0,0,0.33,0.12,4.6,1,0
20991670,1183,1,0,0,0,0,0,0,0
20991682,1291,1290,0.92,0.19,0.12,0.09,2.1,0,0
20991672,234,2,0,0,0,0,0,0,0
20991592,8,2,0,0,0,0,0,0,0
20991622,7,2,0,0,0,0,0,1,0
20991618,398,2,0,0,0,0,0,1,0
20991624,1010,1,0,0,0,0,0,1,0
20991646,65,2,0,0,0,0,0,1,0
20991648,67,2,0,0,0,0,0,0,0
20991647,66,2,0,0,0,0,0,1,0
20991649,68,2,0,0,0,0,0,1,0
20991571,1267,1,0,0,0,0,0,0,0
20991687,1041,1,0,0,0,0,0,0,0
20991639,1245,1,0,0,0,0,0,1,0
20991681,1290,1,0,0,0,0,0,1,0
20991675,1,0,0,0,0,0,0,0,0
20991623,365,1,0,0,0,0,0,1,0
20991656,1037,1,0,0,0,0,0,0,0
20991655,505,1,0,0,0,0,0,1,0
20991651,422,1,0,0,0,0,0,1,0
20991570,1268,1267,0,0,0,0,0,0,0
20991604,55,2,0,0,0,0,0,0,0
20991637,35,2,0,0,0,0,0,1,0
20991660,10,2,0,0,0,0,0,0,0
20991659,11,2,0,0,0,0,0,1,0
20991583,20,2,0,0,0,0,0,1,0
20991792,1053,1,0,0,0,0,0,1,0
20991791,1051,1,0,0,0,0,0,1,0
20991723,54,2,0,0,0,0,0,1,0
20991801,1177,1,0,0,0,0,0,1,0
20991802,1174,1,0,0,0,0,0,0,0
20991700,27,2,0,0,0,0,0,1,0
20991758,1004,1,0,0,0,0,0,1,0
20991772,506,1,0,0,0,0,0,1,0
20991690,133,2,0,0,0,0,0,1,0
20991691,132,2,0,0,0,0,0,1,0
20991692,131,2,0,0,0,0,0,1,0
20991693,130,2,0,0,0,0,0,1,0
20991694,135,2,0,0,0,0,0,1,0
20991695,134,2,0,0,0,0,0,1,0
20991696,138,2,0,0,0,0,0,1,0
20991698,25,2,0,0,0,0,0,1,0
20991714,263,2,0,0,0,0,0,0,0
20991717,128,2,0,0,0,0,0,1,0
20991720,59,2,0,0,0,0,0,1,0
20991721,58,2,0,0,0,0,0,1,0
20991724,57,2,0,0,0,0,0,1,0
20991725,56,2,0,0,0,0,0,1,0
20991759,60,2,0,0,0,0,0,1,0
20991760,61,2,0,0,0,0,0,1,0
20991761,62,2,0,0,0,0,0,1,0
20991762,63,2,0,0,0,0,0,1,0
20991763,64,2,0,0,0,0,0,1,0
20991731,88,2,0,0,0,0,0,0,0
20991739,1019,1,0,0,0,0,0,1,0
20991704,23,2,0,0,0,0,0,1,0
20991780,1026,1,0,0,0,0,0,0,0
20991737,87,2,0,0,0,0,0,0,0
20991708,29,2,0,0,0,0,0,1,0
20991747,846,1,0,0,0,0,0,1,0
20991753,37,2,0,0,0,0,0,1,0
20991711,285,2,0,0,0,0,0,0,0
20991754,36,2,0,0,0,0,0,0,0
20991732,390,2,0,0,0,0,0,1,0
20991734,396,2,0,0,0,0,0,1,0
20991730,393,2,0,0,0,0,0,1,0
20991735,394,2,0,0,0,0,0,1,0
20991803,74,2,0,0,0,0,0,0,0
20991787,1184,1,0,0,0,0,0,1,0
20991705,1076,1,0,0,0,0,0,1,0
20991706,1077,1,0,0,0,0,0,1,0
20991729,375,2,0,0,0,0,0,1,0
20991733,397,2,0,0,0,0,0,1,0
20991712,284,2,0,0,0,0,0,1,0
20991745,382,2,0,0,0,0,0,1,0
20991699,26,2,0,0,0,0,0,1,0
20991784,16,2,0,0,0,0,0,0,0
20991703,22,2,0,0,0,0,0,1,0
20991785,19,2,0,0,0,0,0,1,0
20991697,24,2,0,0,0,0,0,1,0
20991718,129,2,0,0,0,0,0,0,0
20991702,21,2,0,0,0,0,0,1,0
20991738,3,2,0,0,0,0,0,0,0
20991779,13,2,0,0,0,0,0,1,0
20991756,34,2,0,0,0,0,0,1,0
20991770,2,0,0,0,0,0,0,1,0
20991726,53,2,0,0,0,0,0,1,0
20991794,5,2,0,0,0,0,0,0,0
20991752,31,2,0,0,0,0,0,0,0
20991743,586,2,0,0,0,0,0,0,0
20991716,127,2,0,0,0,0,0,0,0
20991782,14,2,0,0,0,0,0,1,0
20991781,15,2,0,0,0,0,0,1,0
20991744,443,2,0,0,0,0,0,1,0
20991709,344,2,0,0,0,0,0,1,0
20991771,6,2,0,0,0,0,0,1,0
20991804,70,2,0,0,0,0,0,1,0
20991728,411,1,0,0,0,0,0,0,0
20991789,1023,1,0,0,0,0,0,1,0
20991707,28,2,0,0,0,0,0,1,0
20991713,1093,1,0,0,0,0,0,1,0
20991797,9,2,0,0,0,0,0,0,0
20991715,12,2,0,0,0,0,0,1,0
20991783,17,2,0,0,0,0,0,1,0
20991786,18,2,0,0,0,0,0,1,0
20991775,1212,1,0,0,0,0,0,0,0
20991719,1400,1212,0,0,0.18,0.03,2.1,0,0
20991727,1418,1212,0,0,0.07,0.01,0.8,1,0
20991746,1436,1212,0,0,0.36,0.16,5.2,1,0
20991748,1434,1212,0,0,0.42,0.16,5.8,1,0
20991749,1435,1212,0,0,0.39,0.2,5.9,1,0
20991750,1430,1212,0,0,0.42,0.13,5.5,1,0
20991751,1431,1212,0,0,0.4,0.19,5.9,1,0
20991768,1423,1212,0,0,0.31,0.13,4.4,1,0
20991776,1437,1212,0,0,0.37,0.22,5.9,1,0
20991795,1441,1212,0,0,0.38,0.16,5.4,1,0
20991796,1440,1212,0,0,0.14,0.03,1.7,1,0
20991800,1448,1212,0,0,0.06,0,0,1,0
20991788,1183,1,0,0,0,0,0,0,0
20991799,1291,1290,0.88,0.13,0.09,0.11,2,0,0
20991790,234,2,0,0,0,0,0,0,0
20991710,8,2,0,0,0,0,0,0,0
20991740,7,2,0,0,0,0,0,1,0
20991736,398,2,0,0,0,0,0,1,0
20991742,1010,1,0,0,0,0,0,1,0
20991764,65,2,0,0,0,0,0,1,0
20991766,67,2,0,0,0,0,0,0,0
20991765,66,2,0,0,0,0,0,1,0
20991767,68,2,0,0,0,0,0,1,0
20991689,1267,1,0,0,0,0,0,0,0
20991805,1041,1,0,0,0,0,0,0,0
20991757,1245,1,0,0,0,0,0,1,0
20991798,1290,1,0,0,0,0,0,1,0
20991793,1,0,0,0,0,0,0,0,0
20991741,365,1,0,0,0,0,0,1,0
20991774,1037,1,0,0,0,0,0,0,0
20991773,505,1,0,0,0,0,0,1,0
20991769,422,1,0,0,0,0,0,1,0
20991688,1268,1267,0,0,0,0,0,0,0
20991722,55,2,0,0,0,0,0,0,0
20991755,35,2,0,0,0,0,0,1,0
20991778,10,2,0,0,0,0,0,0,0
20991777,11,2,0,0,0,0,0,1,0
20991701,20,2,0,0,0,0,0,1,0
20991910,1053,1,0,0,0,0,0,1,0
20991909,1051,1,0,0,0,0,0,1,0
20991841,54,2,0,0,0,0,0,1,0
20991919,1177,1,0,0,0,0,0,1,0
20991920,1174,1,0,0,0,0,0,0,0
20991818,27,2,0,0,0,0,0,1,0
20991875,1004,1,0,0,0,0,0,1,0
20991889,506,1,0,0,0,0,0,0,0
20991808,133,2,0,0,0,0,0,1,0
20991809,132,2,0,0,0,0,0,1,0
20991810,131,2,0,0,0,0,0,1,0
20991811,130,2,0,0,0,0,0,1,0
20991812,135,2,0,0,0,0,0,1,0
20991813,134,2,0,0,0,0,0,1,0
20991814,138,2,0,0,0,0,0,1,0
20991816,25,2,0,0,0,0,0,1,0
20991832,263,2,0,0,0,0,0,0,0
20991835,128,2,0,0,0,0,0,1,0
20991838,59,2,0,0,0,0,0,1,0
20991839,58,2,0,0,0,0,0,1,0
20991842,57,2,0,0,0,0,0,1,0
20991843,56,2,0,0,0,0,0,1,0
20991876,60,2,0,0,0,0,0,1,0
20991877,61,2,0,0,0,0,0,1,0
20991878,62,2,0,0,0,0,0,1,0
20991879,63,2,0,0,0,0,0,1,0
20991880,64,2,0,0,0,0,0,1,0
20991848,88,2,0,0,0,0,0,0,0
20991856,1019,1,0,0,0,0,0,1,0
20991822,23,2,0,0,0,0,0,1,0
20991897,1026,1,0,0,0,0,0,0,0
20991854,87,2,0,0,0,0,0,0,0
20991826,29,2,0,0,0,0,0,1,0
20991864,846,1,0,0,0,0,0,1,0
20991870,37,2,0,0,0,0,0,1,0
20991829,285,2,0,0,0,0,0,0,0
20991871,36,2,0,0,0,0,0,0,0
20991849,390,2,0,0,0,0,0,1,0
20991851,396,2,0,0,0,0,0,1,0
20991847,393,2,0,0,0,0,0,1,0
20991852,394,2,0,0,0,0,0,1,0
20991921,74,2,0,0,0,0,0,0,0
20991904,1184,1,0,0,0,0,0,1,0
20991823,1076,1,0,0,0,0,0,1,0
20991824,1077,1,0,0,0,0,0,1,0
20991846,375,2,0,0,0,0,0,1,0
20991850,397,2,0,0,0,0,0,1,0
20991830,284,2,0,0,0,0,0,1,0
20991862,382,2,0,0,0,0,0,0,0
20991817,26,2,0,0,0,0,0,1,0
20991901,16,2,0,0,0,0,0,0,0
20991821,22,2,0,0,0,0,0,1,0
20991902,19,2,0,0,0,0,0,1,0
20991815,24,2,0,0,0,0,0,1,0
20991836,129,2,0,0,0,0,0,0,0
20991820,21,2,0,0,0,0,0,1,0
20991855,3,2,0,0,0,0,0,0,0
20991896,13,2,0,0,0,0,0,1,0
20991873,34,2,0,0,0,0,0,1,0
20991887,2,0,0,0,0,0,0,1,0
20991844,53,2,0,0,0,0,0,1,0
20991912,5,2,0,0,0,0,0,0,0
20991869,31,2,0,0,0,0,0,0,0
20991860,586,2,0,0,0,0,0,0,0
20991834,127,2,0,0,0,0,0,0,0
20991899,14,2,0,0,0,0,0,1,0
20991898,15,2,0,0,0,0,0,1,0
20991861,443,2,0,0,0,0,0,1,0
20991827,344,2,0,0,0,0,0,1,0
20991888,6,2,0,0,0,0,0,1,0
20991922,70,2,0,0,0,0,0,1,0
20991845,411,1,0,0,0,0,0,0,0
20991907,1023,1,0,0,0,0,0,1,0
20991825,28,2,0,0,0,0,0,1,0
20991831,1093,1,0,0,0,0,0,1,0
20991915,9,2,0,0,0,0,0,0,0
20991833,12,2,0,0,0,0,0,1,0
20991906,1450,1291,0,0,0.1,0.75,0,0,0
20991900,17,2,0,0,0,0,0,1,0
20991903,18,2,0,0,0,0,0,1,0
20991892,1212,1,1.02,3.1,0,0,0,0,0
20991837,1400,1212,0,0,0.41,0.17,5.8,0,0
20991863,1436,1212,0,0,0.39,0.14,5.3,1,0
20991865,1434,1212,0,0,0.42,0.16,5.8,1,0
20991866,1435,1212,0,0,0.36,0.14,5,1,0
20991867,1430,1212,0,0,0.09,0.04,1.3,1,0
20991868,1431,1212,0,0,0.38,0.19,5.7,1,0
20991885,1423,1212,0,0,0.38,0.15,5.3,1,0
20991893,1437,1212,0,0,0.37,0.21,5.8,1,0
20991913,1441,1212,0,0,0.13,0.02,1.5,0,0
20991914,1440,1212,0,0,0.44,0.19,6.3,0,0
20991918,1448,1212,0,0,0.1,0,1,1,0
20991905,1183,1,0,0,0,0,0,0,0
20991917,1291,1290,0.84,0.17,0.1,0.1,2,0,0
20991908,234,2,0,0,0,0,0,0,0
